especieId,version,reino,division,clase,orden,familia,genero,nombre-cientifico,nombre-comun,origen,estado-conservacion
172,1,Animalia,Chordata,Actinopterygii,Siluriformes,Diplomystidae,Diplomystes,Diplomystes chilensis,Tollo de agua dulce,Nativa,"En Peligro (EN), Rara"
173,1,Animalia,Chordata,Actinopterygii,Siluriformes,Diplomystidae,Diplomystes,Diplomystes nahuelbutaensis,Tollo,Nativa,En Peligro (EN)
8195,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Diplostephium,Diplostephium cinereum,Koba Hembra,Nativa,Vulnerable (VU)
423,1,Plantae,Pteridophyta,Filicopsida,Filicales,Blechnaceae,Doodia,Doodia paschalis,,Nativa,En peligro crítico (CR)
291,1,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Winteraceae,Drimys,Drimys confertifolia,Canelo de Juan Fernández,Nativa,En Peligro (EN)
2752,1,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Winteraceae,Drimys,Drimys winteri,Canelo,Nativa,"En Peligro (EN), Preocupación menor (LC)"
424,1,Plantae,Pteridophyta,Filicopsida,Filicales,Dryopteridaceae,Dryopteris,Dryopteris karwinskyana,,Nativa,Vulnerable (VU)
1100,1,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Dysopsis,Dysopsis hirsuta,,Nativa,En peligro crítico (CR)
85,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,Echinopsis bolligeriana,Quisco de los acantilados,Nativa,"En Peligro (EN), Rara"
247,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,Echinopsis glauca,Cacto,Nativa,Extinta (EX)
429,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,Echinopsis litoralis,,Nativa,Vulnerable (VU)
434,1,Plantae,Pteridophyta,Filicopsida,Filicales,Lomariopsidaceae,Elaphoglossum,Elaphoglossum fonkii,Helecho escamoso,Nativa,Vulnerable (VU)
437,1,Plantae,Pteridophyta,Filicopsida,Filicales,Lomariopsidaceae,Elaphoglossum,Elaphoglossum lindenii,,Nativa,En Peligro (EN)
435,1,Plantae,Pteridophyta,Filicopsida,Filicales,Lomariopsidaceae,Elaphoglossum,Elaphoglossum porteri,,Nativa,Vulnerable (VU)
436,1,Plantae,Pteridophyta,Filicopsida,Filicales,Lomariopsidaceae,Elaphoglossum,Elaphoglossum skottsbergii,,Nativa,En peligro crítico (CR)
2757,1,Animalia,Arthropoda,Insecta,Orthoptera,Tristiridae,Elasmoderus,Elasmoderus minutus,Langosta,Nativa,Vulnerable (VU)
730,1,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,Enicognathus leptorhynchus,Choroy,Nativa,"En Peligro (EN), Insuficientemente Conocida, Vulnerable (VU)"
5410,1,Fungi,Basidiomycota,Basidiomycetes/Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma necopinatum,Desconocido,Nativa,Vulnerable (VU)
8268,1,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Eragrostis,Eragrostis kuschelii,,Nativa,En peligro crítico (CR)
2840,1,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Eragrostis,Eragrostis pycnantha,,Nativa,En Peligro (EN)
8269,1,Animalia,Chordata,Reptilia,Testudines,Araneae,Eretmochelys,Eretmochelys imbricata,Hawksbill Turtle,Nativa,En peligro crítico (CR)
2766,1,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Erichius,Erichius franzae,,Nativa,Vulnerable (VU)
5411,1,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Erichius,Erichius virgatus,Borrachito de Tolhuaca,Nativa,En Peligro (EN)
292,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron fernandezianus,,Nativa,Vulnerable (VU)
293,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron ingae,,Nativa,"En Peligro (EN), Rara"
294,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron luteoviridis,,Nativa,"En Peligro (EN), Rara"
295,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron rupicola,,Nativa,En Peligro (EN)
2841,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce aspillagae,,Nativa,En Peligro (EN)
439,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce aurata,Sandillón,Nativa,Vulnerable (VU)
1186,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce chilensis,Chilenito,Nativa,En Peligro (EN)
1188,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce crispa,Sandillón,Nativa,Vulnerable (VU)
1189,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce esmeraldana,Esmeraldano,Nativa,En Peligro (EN)
88,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce laui,cactus,Nativa,"En Peligro (EN), Rara"
440,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce megacarpa,Sandillón de los ratones,Nativa,En Peligro (EN)
1190,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce occulta,Cacto oculto,Nativa,En Peligro (EN)
1191,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce recondita,Escondido,Nativa,En Peligro (EN)
441,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce rodentiophila,Sandillón de los ratones,Nativa,Vulnerable (VU)
1192,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eriosyce,Eriosyce sociabilis,,Nativa,En peligro crítico (CR)
5412,1,Animalia,Cnidaria,Hydrozoa,Anthomedusae,Stylasteridae,Errina,Errina antarctica,hidrocoral rojo,Nativa,"Datos Insuficientes (DD), Vulnerable (VU)"
973,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium bupleuroides,Pomponero,Nativa,En peligro crítico (CR)
974,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium fernandezianum,,Nativa,En peligro crítico (CR)
975,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium inaccessum,,Nativa,En peligro crítico (CR)
1101,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium macracanthum,,Nativa,Vulnerable (VU)
976,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium sarcophyllum,,Nativa,Extinta (EX)
977,1,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Saxifragaceae,Escallonia,Escallonia callcottiae,Escalonia,Nativa,Vulnerable (VU)
8270,1,Animalia,Arthropoda,Arachnida,Aranae,Theraphosidae,Euathlus,Euathlus antai,Araña pollito,Nativa,En peligro crítico (CR)
8271,1,Animalia,Arthropoda,Arachnida,Aranae,Theraphosidae,Euathlus,Euathlus atacama,Araña pollito,Nativa,En peligro crítico (CR)
8272,1,Animalia,Arthropoda,Arachnida,Aranae,Theraphosidae,Euathlus,Euathlus condorito,Araña pollito,Nativa,En peligro crítico (CR)
159,1,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,Eubalaena australis,Ballena franca austral,Nativa,En Peligro (EN)
443,1,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Eucryphiaceae,Eucryphia,Eucryphia glutinosa,Guindo santo,Nativa,Vulnerable (VU)
6,1,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eulidia,Eulidia yarrellii,Picaflor de Arica,Nativa,En peligro crítico (CR)
447,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eulychnia,Eulychnia castanea,,Nativa,Vulnerable (VU)
452,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eulychnia,Eulychnia aricensis,Copao de Arica,Nativa,En Peligro (EN)
89,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eulychnia,Eulychnia iquiquensis,Copao de Iquique,Nativa,"En Peligro (EN), Vulnerable (VU)"
453,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Eulychnia,Eulychnia morromorenoensis,Copao,Nativa,Vulnerable (VU)
978,1,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Euphrasia,Euphrasia formosissima,,Nativa,En peligro crítico (CR)
5413,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus altor,Rana de hojarasca de Oncol,Nativa,En Peligro (EN)
46,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus contulmoensis,Sapo de Contulmo,Nativa,En Peligro (EN)
47,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus insularis,Sapo de Isla Mocha,Nativa,"En Peligro (EN), Rara"
48,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus migueli,Sapo de Miguel,Nativa,"En Peligro (EN), Rara"
49,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus nahuelbutensis,Sapo de Nabuelbuta,Nativa,"En Peligro (EN), Rara"
658,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus roseus,Sapo,Nativa,Vulnerable (VU)
2845,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus septentrionalis,Ranita de Los Queules,Nativa,En Peligro (EN)
659,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Eupsophus,Eupsophus vertebralis,Sapo,Nativa,Vulnerable (VU)
296,1,Plantae,Magnoliophyta,Magnoliopsida,Rutales,Rutaceae,Fagara,Fagara externa,Naranjillo,Nativa,"En Peligro (EN), Rara"
297,1,Plantae,Magnoliophyta,Magnoliopsida,Rutales,Rutaceae,Fagara,Fagara mayu,Naranjillo,Nativa,"En Peligro (EN), Rara"
703,1,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,Halcón peregrino,Nativa,"Preocupación menor (LC), Vulnerable (VU)"
148,1,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sparverius fernandenzis,Cernícalo de Juan Fernández,Nativa,En Peligro (EN)
454,1,Plantae,Magnoliophyta,Liliopsida,Liliales,Amaryllidaceae,Famatina,Famatina maulensis,,Nativa,En Peligro (EN)
207,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia bulimoides,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
210,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia cylindrella,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
211,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia diaphana,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
213,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia inornata,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
216,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia splendida,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
217,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia tryoni,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
2729,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia bulimoides,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
208,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia conifera,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
209,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia consimilis,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
212,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia expansa,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
214,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia longa,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
215,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia philippiana,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
218,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Tornatellinidae,Fernandezia,Fernandezia wilsoni,Caracol terrestre de Juan Fernández,Nativa,En Peligro (EN)
249,1,Plantae,Coniferophyta,Pinopsida,Pinales,Cupressaceae,Fitzroya,Fitzroya cupressoides,Alerce,Nativa,En Peligro (EN)
8274,1,Plantae,Magnoliophyta,Magnoliopsida,Violales,Frankeniaceae,Frankenia,Frankenia vidalii,,Nativa,En Peligro (EN)
712,1,Animalia,Chordata,Aves,Pelecaniformes,Fregatidae,Fregata,Fregata minor,Ave fragata grande,Nativa,Vulnerable (VU)
150,1,Animalia,Chordata,Aves,Procellariformes,Oceanitidae,Fregetta,Fregetta grallaria,Golondrina de mar de vientre blanco,Nativa,En Peligro (EN)
706,1,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica gigantea,Tagua gigante,Nativa,Vulnerable (VU)
174,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias globiceps,Puye,Nativa,"En Peligro (EN), Rara"
175,1,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus,Puye,Nativa,"Preocupación menor (LC), Vulnerable (VU)"
782,1,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Galenomys,Galenomys garleppi,Laucha nortina,Nativa,Vulnerable (VU)
1102,1,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Galium,Galium leptum,Lengua de gato,Nativa,En Peligro (EN)
1103,1,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Galium,Galium masafueranum,,Nativa,En peligro crítico (CR)
298,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gamochaeta,Gamochaeta fernandeziana,,Nativa,"En Peligro (EN), Rara"
5414,1,Fungi,Basidiomycota,Basidiomycetes/Agaricomycetes,Boletales,Boletaceae,Gastroboletus,Gastroboletus valdivianus,Desconocido,Nativa,En Peligro (EN)
1066,1,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria racemulosa,,Nativa,Vulnerable (VU)
5415,1,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria renjifoana,Chaura de Laraquete,Nativa,En peligro crítico (CR)
5416,1,Fungi,Basidiomycota,Basidiomycetes/Agaricomycetes,Phallales,Ramariaceae,Gautieria,Gautieria inapire,Desconocido,Nativa,Vulnerable (VU)
299,1,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Gavilea,Gavilea insularis,Orquídea de Selkirk,Nativa,"En Peligro (EN), Rara"
1104,1,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Gavilea,Gavilea kingii,Orquídea,Nativa,En Peligro (EN)
177,1,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Geotria,Geotria australis,Lamprea de bolsa,Nativa,Vulnerable (VU)
3761,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Gethyum,Gethyum atropurpureum,,Nativa,En Peligro (EN)
1105,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Gethyum,Gethyum cuspidatum,,Nativa,Vulnerable (VU)
455,1,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Gilliesiaceae,Gilliesia,Gilliesia graminea,,Nativa,Vulnerable (VU)
2731,1,Plantae,Pteridophyta,Filicopsida,Filicales,Gleicheniaceae,Gleichenia,Gleichenia lepidota,Helecho,Nativa,"En Peligro (EN), Rara"
300,1,Plantae,Pteridophyta,Filicopsida,Filicales,Gleicheniaceae,Gleichenia,Gleichnia lepidota,Helecho,Nativa,"En Peligro (EN), Rara"
611,1,Plantae,Pteridophyta,Filicopsida,Filicales,Gleicheniaceae,Gleichenia,Gleichnia squamulosus var gunckelianus,,Nativa,Vulnerable (VU)
27,1,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Gomortegaceae,Gomortega,Gomortega keule,Queule,Nativa,En Peligro (EN)
457,1,Plantae,Pteridophyta,Filicopsida,Filicales,Grammitidaceae,Grammitis,Grammitis magellanica,,Nativa,"En peligro crítico (CR), Preocupación menor (LC)"
301,1,Plantae,Magnoliophyta,Liliopsida,Bromeliales,Bromeliaceae,Greigia,Greigia berteroi,Greigia,Nativa,"En Peligro (EN), Rara"
90,1,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Griseliniaceae,Griselinia,Griselinia carlomunozi,Griselinia de Paposo,Nativa,"En Peligro (EN), Rara"
2724,1,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Griseliniaceae,Griselinia,Griselinia carlomunozii,Griselina de Paposo,Nativa,En Peligro (EN)
1106,1,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Gunneraceae,Gunnera,Gunnera bracteata,Pangue,Nativa,Vulnerable (VU)
1107,1,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Gunneraceae,Gunnera,Gunnera masafuerae,Pangue de masafuera,Nativa,Vulnerable (VU)
1108,1,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Gunneraceae,Gunnera,Gunnera peltata,Pangue,Nativa,Vulnerable (VU)
2859,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,Gutierrezia neaeana,,Nativa,En Peligro (EN)
2860,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,Gutierrezia taltalensis,,Nativa,Vulnerable (VU)
1825,1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Gyriosomus,Gyriosomus angustus,Vaquita del desierto,Nativa,En Peligro (EN)
1826,1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Gyriosomus,Gyriosomus granulipennis,Vaquita de la Isla Choros,Nativa,Vulnerable (VU)
250,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Haageocereus,Haageocereus australis,Cacto,Nativa,Vulnerable (VU)
979,1,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis,Haloragis masafuerana,Haloragis,Nativa,En peligro crítico (CR)
980,1,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis,Haloragis masatierrana,Haloragis,Nativa,Vulnerable (VU)
91,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus,Haplopappus taeda,Baylahuén,Nativa,Vulnerable (VU)
461,1,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Haplorhus,Haplorhus peruviana,Carza,Nativa,Vulnerable (VU)
178,1,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Hatcheria,Hatcheria macraei,Bagre,Nativa,Vulnerable (VU)
5417,1,Animalia,Mollusca,Gastropoda,Caenogastropoda/ Sorbeoconcha,Cochliopidae,Heleobia,Heleobia ascotanensis,Caracol,Nativa,En Peligro (EN)
5418,1,Animalia,Mollusca,Gastropoda,Caenogastropoda/ Sorbeoconcha,Cochliopidae,Heleobia,Heleobia atacamensis,Caracol,Nativa,En peligro crítico (CR)
5237,1,Animalia,Mollusca,Gastropoda,Caenogastropoda/ Sorbeoconcha,Cochliopidae,Heleobia,Heleobia chimbaensis,Caracol de vertiente,Nativa,Vulnerable (VU)
5419,1,Animalia,Mollusca,Gastropoda,Caenogastropoda/ Sorbeoconcha,Cochliopidae,Heleobia,Heleobia transitoria,Caracol,Nativa,En peligro crítico (CR)
981,1,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium filifolium,Palo negro,Nativa,Vulnerable (VU)
1063,1,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium glutinosum,Palo negro,Nativa,Vulnerable (VU)
7,1,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,Hippocamelus antisensis,Taruca,Nativa,En Peligro (EN)
8,1,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,Hippocamelus bisulcus,Huemul,Nativa,En Peligro (EN)
463,1,Plantae,Pteridophyta,Filicopsida,Filicales,Dennstaedtiaceae,Histiopteris,Histiopteris incisa,,Nativa,"En peligro crítico (CR), Vulnerable (VU)"
